Id,0,Predicted
377,83369.57021133944,
378,56431.48035905266,
379,87752.66864471039,
380,97714.69365023352,
381,73799.9999833696,
382,167596.96468114204,
383,86800.00003759278,
384,115265.9497783695,
385,40907.29339861892,
386,147312.15315983564,
387,57139.81441059733,
388,59262.697788446014,
389,37025.31036173801,
390,29824.322799987996,
391,97613.87549920267,
392,102542.92704696875,
393,33525.785174651035,
394,65748.60639977128,
395,126016.5902050587,
396,42972.465078499285,
397,45800.00002377962,
398,116987.85933366253,
399,67161.85181033128,
400,56264.70517609912,
401,90843.33817670001,
402,20000.0,
403,105155.63610297651,
404,828843.7693730225,
405,255041.03700267465,
406,48803.44558555399,
407,61403.0312341262,
408,148436.9411802034,
409,300556.7487653606,
410,33843.03588946534,
411,105927.74822977728,
412,,69834.84050805256
413,55045.077478831394,
414,87967.98501361453,
415,114720.37850404068,
416,147106.34347705616,
417,36137.123407214436,
418,96315.57547263548,
419,126379.5765304322,
420,280745.00730763556,
421,100014.4240803792,
422,164675.52277965125,
423,40308.488623196245,
424,45222.72787031528,
425,59862.14828645484,
426,99838.36022957481,
427,80155.4932140163,
428,55303.47536445427,
429,38315.959686650705,
430,118799.99995890094,
431,38348.23676284184,
432,32060.798517295912,
433,73650.44627830232,
434,62059.467758711,
435,72627.37902486908,
436,251434.40651828982,
437,42947.26255015876,
438,68999.99998644395,
439,167308.1559617092,
440,,184215.92400187592
441,91743.40106225557,
442,23867.51908503767,
443,121743.67666131539,
444,37543.07444976156,
445,176144.5792772717,
446,38111.50640143313,
447,79635.01313658818,
448,69638.48085684063,
449,158802.68868251843,
450,33144.295587079345,
451,99996.82789133975,
452,164919.21680320243,
453,88664.35611936417,
454,118256.62452388155,
455,107799.99998230353,
456,60800.000011714474,
457,63509.473518208986,
458,129832.03481053248,
459,120256.8156938864,
460,45712.01336458124,
461,46905.08366002081,
462,253799.99997020717,
463,78615.28608014311,
464,151464.55019339095,
465,329138.15160793596,
466,299999.8710313663,
467,98826.37361368998,
468,129893.5568204418,
469,79836.59234681276,
470,94799.1746057603,
471,51800.0000017643,
472,38271.19324760151,
473,128192.24931479726,
474,171913.52432478435,
475,91701.6526315268,
476,13838.527840249038,
477,102684.063157667,
478,71269.65969953299,
479,115654.62109632316,
480,59951.341306354145,
481,67099.66024832967,
482,83799.99998264073,
483,51335.12580484242,
484,255374.2211233691,
485,140799.9999415658,
486,129055.98077825503,
487,36286.324036271275,
488,89283.83954692644,
489,163842.2103225075,
490,46970.29630969976,
491,96168.6939524642,
492,369284.9644346049,
493,39823.0680457302,
494,79799.99998206731,
495,136074.57286286843,
496,53392.420193213016,
497,47709.01472390595,
498,29824.106372503593,
499,79800.00002276026,
500,37736.573479060164,
501,70479.53334035742,
502,48487.80408621599,
503,121213.55666340685,
504,164582.58750709126,
505,48587.32110390105,
506,54579.18334299948,
507,86144.89441018358,
508,76796.0068939437,
509,57523.23308059396,
510,78942.35554827207,
511,88803.52344723848,
512,97517.09459024442,
513,64641.02118360237,
514,25853.810961509706,
515,62796.38097409423,
516,50958.59131505298,
517,109496.83979348738,
518,94564.09195669,
519,62125.13046548396,
520,50512.79151161063,
521,151787.06020589636,
522,27800.000020351235,
523,81285.49106280474,
524,95799.99999497634,
525,65036.00424109193,
526,47534.59335228183,
527,177356.29431073455,
528,907344.6796330246,
529,93836.14581434104,
530,61896.13186749583,
531,50166.9602887768,
532,152197.0143154449,
533,49790.821768920636,
534,319193.004327125,
535,71501.57040111661,
536,88338.66307803863,
537,60605.43620303939,
538,30076.854103773963,
539,216953.356797879,
540,99407.23743705703,
541,396862.3570879427,
542,73470.75528422439,
543,96799.9999744221,
544,238777.89180111518,
545,116044.33109067954,
546,72809.41602078831,
547,90396.60777496305,
548,12253.167016437072,
549,108000.00002719334,
550,19948.638291354524,
551,100184.45627781797,
552,95989.80228429472,
553,69550.02180404472,
554,713124.0221690927,
555,55800.00000461803,
556,128361.60293170315,
557,113821.44114885312,
558,56469.01309230151,
559,319479.7942195162,
560,76799.9999841838,
561,41310.27544990483,
562,114507.72429605259,
563,49305.90916256987,
564,15394.83456692949,
565,111785.60549305537,
566,29800.00002544132,
567,101776.9999818384,
568,52835.588144628666,
569,299232.312711882,
570,45572.87858366047,
571,43614.48956816567,
572,131359.51565911894,
573,26918.91842547714,
574,75704.357735636,
575,99490.59635481694,
576,48399.0403179935,
577,118757.59214575529,
578,1263212.016629143,
579,160875.64593600875,
580,51149.4388519046,
581,16256.579139340172,
582,153398.8868676891,
583,571940.8782203718,
584,42900.00000542168,
585,91926.77034030938,
586,17800.000036159512,
587,164725.62453587723,
588,85628.25268675385,
589,67842.66109863883,
590,106681.65416276647,
591,81826.5961374146,
592,269127.7081215509,
593,69999.99999886315,
594,39769.387253466644,
595,206454.58417439714,
596,52260.392088230845,
597,132761.79348004787,
598,206102.2796983986,
599,68087.43245982606,
600,38163.529244613375,
601,39835.6381109306,
602,62247.03632912061,
603,25800.000031444517,
604,39800.000010287375,
605,54021.56156719321,
606,63882.93616403953,
607,328392.8262643649,
608,40020.48511893421,
609,23827.924819680324,
610,96800.00000805527,
611,69745.43821039153,
612,56834.738987605604,
613,154800.00001561843,
614,60990.052169143695,
615,137799.99998219236,
616,598999.9999312038,
617,114047.614585786,
618,225800.0000049694,
619,62498.710371051035,
620,235306.53082224022,
621,37089.60954974721,
622,15488.491581247366,
623,44800.00000522087,
624,72000.00000988947,
625,82723.79974336391,
626,508706.2603500288,
627,25800.000017233815,
628,33123.26817680917,
629,67893.41540281007,
630,109431.38071899723,
631,78823.80132088767,
632,72702.87701673112,
633,63456.09821748819,
634,44994.83998807667,
635,28265.381307328676,
636,64556.363237166755,
637,317101.37323948124,
638,108878.15217372251,
639,127906.21601353996,
640,140604.77050446317,
641,211653.64667491926,
642,45886.01678380909,
643,53955.348381603115,
644,108907.2746091769,
645,34194.68689050985,
646,40800.0000221673,
647,83556.60026542231,
648,32028.82042328495,
649,30171.79731446726,
650,862271.3444927391,
651,77135.9239929108,
652,76799.99998125309,
653,63799.99999335531,
654,27441.047608313253,
655,72786.0676742244,
656,32646.673157889563,
657,169999.99996391364,
658,89799.9999831111,
659,98933.44772530594,
660,20449.84242823081,
661,29910.904077943353,
662,52800.00000574728,
663,154787.7770238356,
664,66800.00000320919,
665,190799.9999543437,
666,43505.58482732543,
667,86250.48182815424,
668,69893.1110048915,
669,52438.289864697195,
670,221646.67270344164,
671,26722.74857069818,
672,13800.000014322737,
673,83096.11954850212,
674,78671.82219726848,
675,11924.276207408757,
676,94836.1620008448,
677,67010.37448230963,
678,179983.43097124426,
679,188972.95804199573,
680,37597.2447476519,
681,335635.55606905505,
682,121480.84324121279,
683,166018.43110770432,
684,107624.97008781572,
685,69591.40385344291,
686,68821.99998517614,
687,78532.41979341877,
688,88321.7709149593,
689,453561.71193978033,
690,42001.18065959675,
691,124800.0,
692,101824.58971832921,
693,89339.57205490101,
694,89511.95899716073,
695,44965.05586658906,
696,108927.91905613168,
697,75335.06939245916,
698,207558.72032698704,
699,169486.4387920551,
700,198744.12111155086,
701,52800.00000574728,
702,80063.95653073808,
703,52851.28145734509,
704,29798.323183769346,
705,42518.86666228215,
706,37800.00002297838,
707,83657.51688144526,
708,19800.000034863388,
709,78874.75379720613,
710,59942.966427376516,
711,42130.14048837878,
712,55069.349471695794,
713,47292.66514928241,
714,145799.99993763334,
715,109467.22449113966,
716,95750.62157008106,
717,59799.999996120365,
718,32107.98445795483,
719,129481.15133953442,
720,222257.69560746793,
721,48134.60648288834,
722,101934.02820601373,
723,70000.00004251489,
724,50554.99999740251,
725,570136.6447867301,
726,36197.04296881414,
727,1999999.9997648522,
728,171781.0828951683,
729,128452.00785746811,
730,92400.86264028044,
731,17684.06264647445,
732,73502.44536732759,
733,68999.99998644395,
734,183750.82487641636,
735,70378.71904573597,
736,49608.49309163096,
737,82206.08244517028,
738,122340.43211808352,
739,43402.37639019051,
740,47381.347326494935,
741,327975.990261306,
742,78770.00268816494,
743,70735.24492960506,
744,103235.15107733835,
745,61696.32848000768,
746,119799.9999892215,
747,193506.92141922313,
748,69874.78414321736,
749,89800.00000093375,
750,73963.0573063814,
751,90072.00866556034,
752,18870.88949104403,
753,83871.38880669733,
754,57706.69970789488,
755,73809.90501880119,
756,86891.03071515672,
757,84000.0000170858,
758,33800.0,
759,51800.00000089734,
760,202122.5784416983,
761,120598.45897518544,
762,124033.8010800981,
763,208008.35307558646,
764,101887.99997874882,
765,32944.90675713239,
766,352788.24037117657,
767,82943.27557350927,
768,57095.08509729224,
769,13887.116180640256,
770,144549.9299276514,
771,21865.80310499413,
772,24422.689819968542,
773,111520.29057282435,
774,93242.03969824938,
775,48976.71137146583,
776,278777.0534895221,
777,37366.604928434266,
778,30731.771222103867,
779,51870.40582091802,
780,53309.24979285676,
781,45503.64624657703,
782,24641.891505718868,
783,60618.94971997022,
784,39695.92244275011,
785,73665.16124837828,
786,188405.0127723784,
787,54541.765340973034,
788,117666.2309089144,
789,60176.11435697691,
790,60497.04707895079,
791,88799.99999570819,
792,100469.09422683936,
793,79037.0596333907,
794,86385.69281368879,
795,37800.000007432915,
796,91620.93526475558,
797,49672.55253722599,
798,206480.55196776468,
799,48800.0000236336,
800,98634.26052041173,
801,88700.57315131673,
802,133503.3350249323,
803,123991.76720350547,
804,67417.81516609041,
805,18181.095475105678,
806,198824.71715522147,
807,42955.192027215795,
808,52817.11579177333,
809,95908.70355832911,
810,195177.0257471037,
811,533757.9261247031,
812,29245.056487399932,
813,48345.04372626358,
814,163157.98493223524,
815,138212.85027344132,
816,599240.1433200104,
817,85051.58582118238,
818,50815.284479586706,
819,730643.5572275575,
820,24800.000015572776,
821,41177.57008787115,
822,303907.42270563793,
823,39400.403136887246,
824,28118.117133164833,
825,60183.164653946376,
826,126466.71964116073,
827,28350.660613378524,
828,537999.999974239,
829,154687.909324315,
830,105799.99998912982,
831,218259.0682143787,
832,126662.73768693386,
833,101874.83569360936,
834,39588.36302319072,
835,48935.91032186381,
836,181700.86776054295,
837,234437.42055842347,
838,26899.000010673903,
839,36530.15086471797,
840,6560.087674943841,
841,60520.84369373883,
842,257120.07170929862,
843,107183.64482905583,
844,73914.03514918809,
845,88892.33725220774,
846,52243.026577526245,
847,33880.34269203255,
848,38310.27011702479,
849,86372.9303672672,
850,249673.49074818887,
851,177184.30122098702,
852,70799.9999854861,
853,82768.09032294342,
854,44718.794945006506,
855,,40637.76387562696
856,64049.44174346249,
857,24199.99999793911,
858,70752.32290227842,
859,58929.33275488086,
860,109043.95234204744,
861,55992.86659923781,
862,94863.3826359724,
863,33333.000018242914,
864,50976.20338474365,
865,82943.27557350927,
866,189336.91781825345,
867,104736.20775626457,
868,35664.861672455816,
869,326647.50337709725,
870,225988.61316212444,
871,75662.41202285772,
872,124796.28186983961,
873,54841.17657672857,
874,192999.99995340142,
875,89845.13027220897,
876,39969.59774753555,
877,158648.721284273,
878,126577.07615222472,
879,82711.29465644754,
880,56830.61205615661,
881,59135.60706733786,
882,224121.82898096228,
883,60807.11969846487,
884,36120.14092803581,
885,92389.46657063818,
886,17800.000036274403,
887,93691.93572950056,
888,204236.61618514181,
889,569045.1028793888,
890,47214.22958453335,
891,163682.20332970654,
892,22899.873352601688,
893,56895.07021847978,
894,15856.34914307929,
895,75797.97138297904,
896,178408.45116982673,
897,192446.7824581141,
898,318649.9525649424,
899,37523.22033725686,
900,85799.99999913479,
901,175251.3556664077,
902,5930.732813415756,
903,12300.246282027923,
904,93394.18300297396,
905,153804.98092957595,
906,59067.76141763529,
907,120905.62376724553,
908,30007.59642026157,
909,98846.28759916131,
910,48800.00001199321,
911,155204.51886409274,
912,115672.68683366964,
913,114228.28962400467,
914,102686.41228071458,
915,48073.80182461686,
916,44563.12742554287,
917,59867.782910018825,
918,193811.78621032147,
919,63860.57500076187,
920,26653.70856937206,
921,116050.75919044322,
922,148536.2110918801,
923,44139.224032165796,
924,100171.35000538494,
925,26492.054468350187,
926,52539.52594695916,
927,84689.04815864291,
928,137276.3856846625,
929,63784.03255846098,
930,33531.63640991249,
931,21523.651312609254,
932,51800.000012287106,
933,70827.33204579765,
934,63925.282059953366,
935,69863.85053774627,
936,44648.08661654265,
937,240663.8938413416,
938,57723.399649067185,
939,22123.88161603048,
940,203537.85049126134,
941,100799.99999303903,
942,80685.40960785642,
943,58037.527993983575,
944,15840.096613860673,
945,101342.5823303916,
946,53572.17601087438,
947,145799.9999545731,
948,208562.485725107,
949,94940.33359779349,
950,208400.0256504386,
951,108482.13056410343,
952,90985.56219597913,
953,124988.00000141645,
954,46978.846242947024,
955,103799.99999812164,
956,70201.17753209834,
957,42788.57832205357,
958,48230.425806028055,
959,180338.59670247568,
960,42386.90083253305,
961,69233.5949533526,
962,46543.03383774848,
963,171941.4519343122,
964,58710.28969975716,
965,65395.59167650675,
966,52899.3496403844,
967,403188.2960048078,
968,48793.87016147053,
969,118702.04573162414,
970,29651.832417854206,
971,44356.074743911355,
972,154876.3683573009,
973,25905.2802483168,
974,118635.02057333899,
975,48262.95274150322,
976,162269.7907989417,
977,74878.40141156613,
978,157771.69982374276,
979,91049.34621203739,
980,84143.22911827858,
981,43795.53910109933,
982,110999.0000066814,
983,29045.572381403632,
984,48445.10213961276,
985,171099.27742730879,
986,110000.0,
987,78012.39280985974,
988,24668.394237568897,
989,117537.46956096507,
990,52335.31025363263,
991,57980.78175056503,
992,25800.000017233815,
993,46800.000000705404,
994,46065.98984599116,
995,92887.99998329944,
996,64736.48454086189,
997,58028.01538421755,
998,64843.30305330236,
999,246805.2090979188,
1000,47633.89937349946,
1001,32943.927645979784,
1002,53730.08611480615,
1003,216163.38115035597,
1004,56906.97440062546,
1005,21051.643019704177,
1006,45451.47990547076,
1007,115376.35511121474,
1008,72637.79127563236,
1009,31994.441296101064,
1010,62500.00004653487,
1011,89204.25198874655,
1012,25948.04167022104,
1013,79799.9999793886,
1014,152997.11207347154,
1015,157527.26977682416,
1016,36813.644836459534,
1017,49456.77867736872,
1018,90190.9944353465,
1019,60135.145986552496,
1020,409998.99981145415,
1021,23763.19346984226,
1022,67348.46141658229,
1023,90181.3214430512,
1024,121328.64063604553,
1025,38165.105532384034,
1026,25400.82213390107,
1027,104995.12406722637,
1028,329258.80576642766,
1029,89299.50091443182,
1030,33800.0,
1031,78678.701715456,
1032,137313.6202199527,
1033,55946.51536313847,
1034,80806.89720911517,
1035,21107.98648663298,
1036,117163.3698147082,
1037,21761.34145237921,
1038,98064.75717662886,
1039,98067.70500814104,
1040,36800.000003228866,
1041,70280.48727722728,
1042,1286175.9120303195,
1043,75847.16865554344,
1044,58554.17432487212,
1045,43679.083900524456,
1046,186123.62952292373,
1047,87626.31249749113,
1048,87370.39729119744,
1049,126128.22543311877,
1050,39800.000013735844,
1051,32800.00001516899,
1052,38910.14319223965,
1053,30805.572479648887,
1054,81519.42115451049,
1055,14186.587053635698,
1056,64198.35666496917,
1057,140120.04268892997,
1058,89193.36266430658,
1059,163061.58501038654,
1060,52340.369656383264,
1061,147588.42987770902,
1062,6489.19878739066,
1063,169999.99996391364,
1064,290829.3608670391,
1065,54800.000000300824,
1066,133473.56350385508,
1067,244713.74650231644,
1068,56620.99183410765,
1069,126688.39936790461,
1070,151369.9214561541,
1071,84999.99999827123,
1072,80553.37525328388,
1073,205010.013587413,
1074,21474.986647819922,
1075,97655.4607517525,
1076,94791.07546797457,
1077,37352.117892271424,
1078,69586.26332528947,
1079,39457.218126656764,
1080,15480.808029020809,
1081,74907.64576114468,
1082,106257.27432750924,
1083,32573.72011556807,
1084,,59809.97237481365
1085,31075.913157543207,
1086,97799.9999798339,
1087,17727.191100010703,
1088,284600.3803468839,
1089,50799.99999826147,
1090,299400.19085229124,
1091,103488.609533781,
1092,58403.21837751644,
1093,110900.85942632331,
1094,222843.4763895452,
1095,217183.43032036233,
1096,1383214.6136604913,
1097,82943.27557350927,
1098,60949.3430078508,
1099,92619.75945332203,
1100,57449.96259774208,
1101,77595.14451031345,
1102,60204.22978997785,
1103,103494.44404727692,
1104,56800.00000450467,
1105,97904.36719044714,
1106,45439.66152204134,
1107,109415.9420872214,
1108,45912.96180612932,
1109,57800.00000747012,
1110,43000.00002709899,
1111,,133343.18006681182
1112,38935.10736703377,
1113,127082.47714669554,
1114,127800.00001657511,
1115,7273.626857088828,
1116,115800.00000058782,
1117,140999.09373283092,
1118,49278.72166826419,
1119,33800.00001298144,
1120,56865.07053350982,
1121,195049.47498712636,
1122,186638.82609089528,
1123,43449.27209289129,
1124,117370.52297649029,
1125,56264.70517609912,
1126,,87890.9131538678
1127,78800.000023817,
1128,191435.56512869181,
1129,89870.47704448085,
1130,64938.35493602622,
1131,99983.19802415017,
1132,60916.575757574086,
1133,273499.9999501589,
1134,31618.667864872084,
1135,219799.99998612094,
1136,73562.4475900117,
1137,86552.18749421518,
1138,83686.846861526,
1139,60144.13996414622,
1140,66800.00000539504,
1141,105700.95805787374,
1142,43890.74651618906,
1143,40861.80746925724,
1144,157800.00005525062,
1145,24096.198804223546,
1146,44456.413931885036,
1147,46800.00000380985,
1148,82615.54886576696,
1149,52797.3208694781,
1150,64987.7224869113,
1151,104504.0496379189,
1152,141100.2954304179,
1153,99785.66523546455,
1154,66799.99999123884,
1155,120888.00004661133,
1156,302785.5031611248,
1157,47800.00000464331,
1158,32452.20618731465,
1159,33879.2363871437,
1160,161015.19976384877,
1161,306426.90329146845,
1162,31990.138599551476,
1163,126323.29921742048,
1164,42742.25194500605,
1165,51854.54722689372,
1166,97793.93929981525,
1167,56872.15306075423,
1168,111326.99246875255,
1169,37800.00002697445,
1170,36736.83637511423,
1171,173689.75104436034,
1172,143956.24028095644,
1173,82214.30267833365,
1174,68901.01230282702,
1175,45075.912544642204,
1176,212105.38416220192,
1177,54473.379401255115,
1178,164616.72771428258,
1179,70799.99999304832,
1180,43169.05068645364,
1181,140948.58347231944,
1182,76800.00001747855,
1183,779799.9998540618,
1184,206800.0000206806,
1185,75796.67633157279,
1186,147025.23293663654,
1187,82603.52046621374,
1188,87996.94372000101,
1189,51744.51798362839,
1190,79222.97098508647,
1191,59800.00001524642,
1192,9830.668031312965,
1193,55729.77155853137,
1194,878836.789018021,
1195,40589.2637904362,
1196,43832.57941248568,
1197,36578.16293784099,
1198,122799.99996797318,
1199,,43964.94206438269
1200,156854.06167751775,
1201,70322.2203466209,
1202,42825.39239384714,
1203,93943.9006170072,
1204,176249.66852731357,
1205,76556.89637110202,
1206,48648.15562488028,
1207,55550.172174978434,
1208,,55488.22468876559
1209,146084.88802679288,
1210,127394.53464700829,
1211,66871.16681549164,
1212,13876.1811065636,
1213,166989.411322903,
1214,19800.098289808855,
1215,36170.26845137142,
1216,46496.233110276575,
1217,47916.49773528618,
1218,33218.41720781706,
1219,14361.141466362487,
1220,108800.00001245845,
1221,97962.83558244345,
1222,71827.05344923765,
1223,55540.33896242516,
1224,95403.8489179925,
1225,611703.1497437508,
1226,107329.47784694651,
1227,724975.8553774274,
1228,242124.82918450914,
1229,401594.5377251366,
1230,29724.825368454687,
1231,57847.782097400726,
1232,29216.123350074,
1233,61195.783973104,
1234,129496.69012880547,
1235,267999.99994467344,
1236,457639.66206791514,
1237,47845.69735079837,
1238,123431.33452538426,
1239,117267.05034104348,
1240,40556.825347766906,
1241,199650.10548961544,
1242,82890.41438170747,
1243,31094.708785964922,
1244,92756.88044486659,
1245,,98601.57550556945
1246,105799.99996585344,
1247,41800.00001141067,
1248,75131.47336063845,
1249,99444.20862199686,
1250,69310.9243665797,
