Id,Predicted,Error,GT
206,273456.0,7756.659999999974,281212.66
207,190823.734375,1025.1843750000116,189798.55
208,45185.25390625,8377.723906250001,36807.53
209,46940.1640625,7162.875937500001,54103.04
210,40085.26171875,1089.438281249997,41174.7
211,73806.21875,11786.011249999996,85592.23
212,225464.390625,58755.19062499999,166709.2
213,43187.14453125,2511.595468749998,45698.74
214,65250.6015625,1702.7015624999985,63547.9
215,3488.8916015625,11157.5683984375,14646.46
216,79910.2421875,7775.362187499995,72134.88
217,50013.8125,1737.3525000000009,48276.46
219,174599.453125,4815.246875000012,179414.7
220,106403.875,6738.2149999999965,113142.09
221,103614.453125,1929.2868750000052,105543.74
222,25221.21875,1206.5212500000016,26427.74
223,142273.5,1716.9400000000023,140556.56
224,53271.7421875,2413.1178125000006,55684.86
225,38370.171875,6383.068124999998,44753.24
226,66048.8203125,1838.4696874999936,67887.29
227,23096.189453125,1912.6294531249987,21183.56
228,153549.140625,1083.0193750000035,154632.16
230,59519.625,2919.084999999999,56600.54
232,240554.515625,8487.28562499999,232067.23
237,30559.365234375,1298.7747656249994,31858.14
239,73754.4609375,3639.3790624999965,77393.84
240,126008.1796875,8448.979687500003,117559.2
241,32011.73046875,1962.3804687500015,30049.35
243,60022.2109375,1218.6690624999974,61240.88
245,233051.21875,14300.908750000002,218750.31
246,87732.203125,3315.1931250000052,84417.01
249,43492.34375,2155.616249999999,45647.96
250,36377.52734375,1039.0726562499985,37416.6
254,289433.0625,12408.817500000005,301841.88
255,90992.2109375,2878.8290624999936,93871.04
256,141659.21875,4037.2687499999884,137621.95
258,186622.015625,5787.325624999998,180834.69
259,20030.400390625,1128.8403906249987,18901.56
261,104037.34375,6591.956250000003,110629.3
262,10241.646484375,6910.526484375,3331.12
266,19693.064453125,5003.3355468750015,24696.4
267,29964.013671875,5765.746328125002,35729.76
268,76908.7109375,2142.8509374999994,74765.86
269,137729.890625,2570.389374999999,140300.28
271,205499.515625,6174.2543749999895,211673.77
274,78004.109375,2525.1306250000052,80529.24
275,38834.421875,3203.568124999998,42037.99
276,190361.34375,2078.8862500000105,192440.23
277,179762.03125,9293.278749999998,189055.31
278,37080.140625,1455.5306249999994,35624.61
279,358139.3125,20636.407499999972,378775.72
280,296156.75,23254.090000000026,319410.84
283,182592.65625,1253.7437499999942,183846.4
284,178964.953125,1460.5131249999977,177504.44
285,99805.25,3082.3099999999977,96722.94
287,25380.65234375,1084.032343750001,24296.62
288,67900.5390625,3848.299062500002,64052.24
289,117644.484375,1345.6556249999994,118990.14
290,119206.5703125,1024.4103124999965,118182.16
291,127166.6328125,6884.467187500006,134051.1
292,94326.609375,6215.440625000003,100542.05
293,149047.1875,3739.892499999987,152787.08
296,1504409.125,129817.375,1634226.5
297,124672.078125,1940.2118749999936,126612.29
298,70544.09375,9273.576249999998,79817.67
300,33962.4453125,2003.1853125000016,31959.26
301,210822.84375,16090.966249999998,226913.81
302,68901.3359375,9386.035937499997,59515.3
303,522623.3125,38933.28749999998,561556.6
304,264254.5625,31539.097499999974,295793.66
305,43360.97265625,2758.6673437499994,46119.64
306,130841.4921875,1335.117812499986,132176.61
309,106945.828125,1612.7181249999994,105333.11
315,41798.7890625,1137.1109375000015,42935.9
316,89280.1328125,1608.182812500003,87671.95
321,183079.265625,9315.46437500001,192394.73
322,63428.875,1775.6050000000032,65204.48
323,31918.8203125,2719.189687500002,34638.01
324,83667.6484375,1691.8515625,85359.5
325,90110.234375,1242.504375000004,88867.73
326,55352.3828125,2041.2528125000026,53311.13
328,138819.109375,2428.290624999994,141247.4
329,101192.5,4652.8399999999965,105845.34
332,49716.80859375,1037.5714062499974,50754.38
333,84835.0390625,1132.1709375000064,85967.21
334,79212.6796875,7702.210312499999,86914.89
335,69744.5078125,6357.4078125000015,63387.1
336,79793.4296875,4974.430312500001,84767.86
338,8613.5029296875,8625.777070312499,17239.28
339,36773.55859375,1072.9785937499983,35700.58
341,84413.1328125,15095.332812499997,69317.8
342,135566.9375,9204.247499999998,126362.69
344,198380.53125,1491.328749999986,199871.86
345,145073.59375,3088.546250000014,148162.14
348,278620.4375,5979.597499999974,272640.84
349,158071.203125,3524.396875000006,161595.6
351,86563.828125,10591.048125000001,75972.78
352,67289.671875,2935.9981249999983,70225.67
355,79623.828125,1371.151874999996,80994.98
356,109056.96875,1752.7412500000064,110809.71
357,69912.59375,3260.2537500000035,66652.34
359,60567.32421875,4670.684218750001,55896.64
360,128379.9765625,5047.836562500001,123332.14
361,221482.484375,20592.324374999997,200890.16
363,183810.015625,1002.0043749999895,184812.02
364,48332.80859375,7409.071406249997,55741.88
365,88270.78125,4342.341249999998,83928.44
366,69221.9765625,3237.2365624999948,65984.74
367,188995.640625,14275.739375000005,203271.38
370,62123.390625,2662.350624999999,59461.04
372,150805.5,1247.4700000000012,152052.97
374,111564.0,2624.949999999997,114188.95
375,73654.9296875,5608.680312500001,79263.61
377,86687.5625,1804.7225000000035,84882.84
379,86640.984375,3731.9356249999983,90372.92
380,93690.796875,2374.5831250000047,96065.38
381,73027.2265625,1993.0134375000052,75020.24
382,216691.421875,13464.05812500001,230155.48
383,84355.8984375,7264.931562500002,91620.83
384,120015.59375,10717.603749999995,109297.99
386,126724.3046875,22322.7253125,149047.03
387,79575.484375,4607.495624999996,84182.98
391,100098.2265625,1569.1965625000012,98529.03
394,66326.75,10061.39,56265.36
395,106407.8125,1168.5774999999994,107576.39
396,55097.203125,2515.1031250000015,52582.1
398,115956.796875,2401.1868749999994,113555.61
399,59919.953125,5550.773125,54369.18
400,52791.1875,3418.9725000000035,56210.16
401,130422.375,21744.14499999999,152166.52
402,17087.5859375,4535.774062500001,21623.36
403,104831.2734375,2660.593437500007,102170.68
404,736878.75,2831.310000000056,739710.06
405,258673.75,5794.950000000012,264468.7
406,44410.18359375,3232.5235937499965,41177.66
407,52247.8203125,2808.7396874999977,55056.56
409,348897.6875,15159.5625,364057.25
410,26963.56640625,4918.06640625,22045.5
412,82788.609375,27473.469375,55315.14
413,55330.26171875,1051.8217187499977,54278.44
414,87463.34375,1567.4162499999948,89030.76
415,132569.1875,6855.807499999995,125713.38
416,142308.609375,2243.890625,144552.5
417,36421.0625,1035.9124999999985,35385.15
418,92664.671875,2757.971875000003,89906.7
419,112848.2109375,2710.0809374999953,110138.13
420,388074.78125,16022.341249999998,372052.44
422,185190.125,9457.684999999998,194647.81
423,43305.16796875,3177.5079687499965,40127.66
425,73594.234375,1005.1256250000006,74599.36
426,90811.3828125,4714.437187500007,95525.82
427,72326.6015625,18654.8215625,53671.78
430,118797.9453125,2718.7946875000052,121516.74
431,99137.671875,10207.781875,88929.89
433,72315.3359375,4977.674062499995,77293.01
434,79847.0390625,8723.759062500001,71123.28
436,312260.71875,3071.3412499999977,315332.06
437,44547.91015625,1213.2798437500023,45761.19
438,69711.234375,2216.065625000003,71927.3
439,218804.203125,30217.513124999998,188586.69
440,82186.125,99313.10500000001,181499.23
444,37364.578125,2038.5818750000035,39403.16
445,168383.515625,4004.375624999986,164379.14
446,40096.69140625,1388.8614062499983,38707.83
448,72082.1328125,1857.0171874999942,73939.15
449,247276.125,9713.274999999994,256989.4
451,100430.59375,1090.1037499999948,99340.49
452,405823.09375,168610.07375,237213.02
453,138044.140625,1524.9793749999953,139569.12
454,115375.7890625,2579.7790625000052,112796.01
455,121932.9609375,7743.489062499997,129676.45
458,127127.484375,2638.3243749999965,124489.16
459,126499.4140625,1434.7840624999953,125064.63
462,269497.6875,6984.847499999974,262512.84
463,77103.296875,1760.633124999993,78863.93
464,144951.0625,6750.9574999999895,151702.02
465,368396.8125,7673.987499999988,376070.8
466,286130.90625,29610.09375,315741.0
467,97946.8984375,3034.7715624999983,100981.67
468,129362.359375,4038.0806250000023,133400.44
472,43929.0703125,1446.189687500002,45375.26
473,138735.953125,4958.8168749999895,143694.77
474,171812.71875,1528.5912499999977,173341.31
475,92989.234375,5461.335625000007,98450.57
478,70853.2265625,2826.953437499993,73680.18
479,141036.375,5051.765000000014,146088.14
480,66127.859375,6261.499374999999,59866.36
481,68098.0078125,1576.4278124999983,66521.58
482,89670.7109375,4287.780937500007,85382.93
484,260160.453125,16240.986875000002,276401.44
485,139337.25,5137.2300000000105,134200.02
486,136011.796875,1471.7631249999977,137483.56
488,94962.3046875,3317.2946875000052,91645.01
489,163314.703125,3031.623125000013,160283.08
491,89062.671875,7929.268125000002,96991.94
492,346137.15625,25796.963749999995,371934.12
500,37298.05859375,2024.2885937500032,35273.77
503,131045.3125,1088.5924999999988,129956.72
504,178983.1875,7166.497499999998,171816.69
505,46104.796875,2274.223124999997,48379.02
506,121713.7265625,4540.383437500001,126254.11
509,59609.76953125,1574.0595312500009,58035.71
511,64269.328125,10355.601874999993,74624.93
512,130048.2734375,8680.776562499988,138729.05
514,26662.30859375,1346.1814062500016,28008.49
515,61613.8671875,1269.7171874999985,60344.15
516,51835.6640625,2057.684062499997,49777.98
517,113492.9375,2122.8524999999936,115615.79
518,103393.7265625,2039.6965625000012,101354.03
519,59438.8828125,1668.9371874999997,61107.82
521,147987.359375,9366.470624999987,157353.83
523,76812.3515625,2106.828437499993,78919.18
524,98972.0703125,2434.9896874999977,101407.06
525,61264.4453125,3845.7146875000035,65110.16
526,47505.1015625,1310.0215624999983,46195.08
527,171215.390625,2843.8706250000105,168371.52
528,900860.375,14121.324999999953,914981.7
529,71878.90625,2611.023749999993,74489.93
530,59222.7578125,2947.3621875000026,62170.12
531,34170.3671875,5226.2828125000015,39396.65
533,39697.0859375,6425.034062500003,46122.12
534,207135.453125,140613.426875,347748.88
535,76247.0625,1390.1974999999948,77637.26
536,87273.09375,1219.59375,86053.5
537,59758.984375,1028.8643749999974,58730.12
539,218303.171875,1010.2718750000058,217292.9
544,247566.203125,13218.68312500001,234347.52
546,75505.40625,1040.836249999993,74464.57
547,81833.625,1689.9149999999936,83523.54
549,122741.328125,1774.2381250000035,120967.09
550,18982.82421875,2172.7557812500017,21155.58
551,95465.5078125,1244.972187499996,96710.48
553,80360.515625,7284.185624999998,73076.33
554,737197.125,7551.685000000056,729645.44
556,126918.609375,1379.1893750000017,125539.42
557,92504.609375,7192.9806249999965,99697.59
558,64341.90625,5804.776250000003,58537.13
561,41173.6875,1923.052499999998,43096.74
562,107893.8671875,2627.5728125000023,110521.44
563,48289.671875,1431.7681250000023,49721.44
567,94580.421875,2466.2381250000035,97046.66
568,52279.765625,1012.4143750000003,53292.18
569,299285.0,1519.780000000028,297765.22
570,51652.19140625,1513.2614062499997,50138.93
575,98515.3125,4203.822499999995,94311.49
576,34742.82421875,1751.5342187499991,32991.29
577,115607.5859375,5034.144062499996,120641.73
578,1256800.125,20534.375,1277334.5
580,44880.5,1285.0800000000017,46165.58
582,142933.984375,3684.5656249999884,146618.55
583,540048.4375,8314.6875,531733.75
584,37622.73828125,1009.1917187500003,38631.93
585,94278.8828125,4122.667187500003,98401.55
586,16906.248046875,3243.1980468750007,13663.05
587,132696.796875,31165.813124999986,163862.61
588,85535.421875,1410.5418749999953,84124.88
591,97236.703125,1447.3431249999994,95789.36
594,36511.296875,1473.6068749999977,35037.69
595,216545.78125,3656.9712500000023,212888.81
596,45889.0625,15318.4025,30570.66
598,235193.359375,7813.309375000012,227380.05
599,65659.1484375,1870.3115625000064,67529.46
600,38638.0234375,3286.8734374999985,35351.15
602,62455.83203125,1008.6820312499985,61447.15
604,39993.81640625,1515.9564062499994,38477.86
605,53001.75,2226.3099999999977,55228.06
606,68772.984375,1554.8143750000017,67218.17
607,345055.3125,1515.0875000000233,346570.4
608,35975.94921875,1145.8392187499994,34830.11
610,97984.1484375,3507.321562500001,101491.47
611,69306.046875,1014.8868749999965,68291.16
612,55452.4609375,1476.5409375000017,53975.92
613,154142.9375,3535.8175000000047,150607.12
614,58998.265625,1030.265625,57968.0
615,138836.859375,7221.720624999987,146058.58
616,601594.0,6587.0,608181.0
617,143054.59375,6129.033750000002,136925.56
618,226011.609375,13471.37937499999,212540.23
619,80082.0,3806.470000000001,76275.53
620,188570.28125,34609.01125000001,153961.27
621,20498.171875,8983.398125,29481.57
622,23144.482421875,8981.242421875,14163.24
624,65710.4296875,1567.6703125000058,67278.1
625,88822.015625,1123.1756250000035,87698.84
626,601367.75,354656.81000000006,956024.56
627,22605.6015625,5667.3515625,16938.25
630,110245.015625,3915.334375000006,114160.35
631,81722.7734375,3286.8334374999977,78435.94
632,71640.390625,1533.8606250000012,70106.53
635,38634.29296875,1981.3129687499968,36652.98
637,320380.8125,9340.387500000012,329721.2
640,152538.71875,1213.7687499999884,151324.95
641,211856.171875,40202.22187499999,171653.95
643,62906.25390625,5241.813906249998,57664.44
645,41825.27734375,3393.1673437499994,38432.11
647,81896.0390625,5837.939062499994,76058.1
649,28986.013671875,8955.443671875,20030.57
650,793303.0625,50096.6875,843399.75
653,63182.6953125,1988.2446875000023,65170.94
656,46346.8203125,2731.7603125000023,43615.06
657,163938.40625,32902.28375,196840.69
658,76167.53125,2280.9112500000047,73886.62
659,112086.421875,1885.1118750000023,110201.31
660,22975.900390625,2899.8403906249987,20076.06
662,51846.171875,1045.2918750000026,50800.88
663,157710.234375,2458.2056250000023,160168.44
665,188623.359375,3246.6906249999884,191870.05
666,112952.1953125,14776.545312500006,98175.65
668,63946.48046875,1413.740468750002,62532.74
669,58612.3515625,2595.311562499999,56017.04
670,264364.3125,1317.9324999999953,263046.38
671,34248.734375,1411.934374999997,32836.8
673,77021.640625,4270.1993749999965,81291.84
674,81345.765625,3124.6143750000047,84470.38
677,70275.8828125,2664.597187499996,72940.48
678,179776.65625,2031.7062499999884,177744.95
679,164570.203125,2595.016875000001,167165.22
680,34845.4609375,1483.9090625000026,36329.37
681,237993.640625,16059.639374999999,254053.28
682,104537.9375,19377.6875,85160.25
683,181625.34375,13758.723750000005,167866.62
684,131421.984375,5060.294374999998,126361.69
686,86121.1484375,2953.328437499993,83167.82
687,73379.4453125,4866.774687500001,78246.22
688,100075.6484375,5498.5115625000035,105574.16
689,473637.9375,46177.902500000026,519815.84
691,126117.7109375,15053.629062499997,141171.34
694,89037.0546875,2669.095312499994,91706.15
695,45905.0703125,4090.9203124999985,41814.15
696,108722.96875,1549.8887499999983,107173.08
698,187217.265625,1137.2156250000116,186080.05
699,125956.3671875,3561.847187499996,122394.52
700,201629.609375,1922.9193749999977,199706.69
701,52984.05859375,1662.0185937499991,51322.04
702,79867.65625,2435.9637499999953,82303.62
703,56445.2890625,1119.0209374999977,57564.31
704,20175.0546875,3548.4453125,23723.5
709,78113.8125,2812.3274999999994,80926.14
711,41653.015625,4682.065625000003,36970.95
713,54344.79296875,5670.182968749999,48674.61
714,195814.359375,33469.219374999986,162345.14
715,108261.0078125,3974.8878125000047,104286.12
716,103112.7890625,2154.2090624999983,100958.58
718,22304.509765625,6440.500234374998,28745.01
719,141877.703125,4540.236875000002,146417.94
720,141148.6875,3195.392499999987,144344.08
723,66693.625,5126.934999999998,71820.56
725,554118.125,14342.935000000056,568461.06
726,27886.41015625,1423.1901562499988,26463.22
727,2013237.75,210091.8500000001,1803145.9
728,168967.15625,1545.4037499999977,170512.56
730,90939.28125,1011.6087499999994,91950.89
731,21045.37109375,3619.6810937500013,17425.69
732,72131.859375,1586.2606249999953,73718.12
734,210822.71875,16662.658750000002,194160.06
735,74231.234375,2674.804375000007,71556.43
737,66256.921875,1762.1881250000006,68019.11
738,121516.6875,21689.537500000006,99827.15
739,41445.40625,1467.4737499999974,42912.88
740,47203.4609375,1245.5590624999968,48449.02
741,296944.375,2956.375,293988.0
742,82405.5390625,3067.1790624999994,79338.36
744,118005.2421875,11314.057812500003,129319.3
745,57875.66015625,7036.65984375,64912.32
746,119654.8203125,1507.9103124999965,118146.91
747,199564.859375,8262.33937500001,191302.52
748,19290.62890625,28054.071093749997,47344.7
749,101495.2734375,1321.8934374999953,100173.38
750,80309.8828125,4309.242812500001,76000.64
751,93372.4453125,1298.3853125000023,92074.06
752,14089.2978515625,2831.5478515625,11257.75
753,86144.6484375,3809.751562499994,89954.4
754,67989.796875,6129.1368749999965,61860.66
755,90713.34375,18180.066250000003,108893.41
756,95503.6640625,5426.145937499998,100929.81
757,82159.09375,1063.3062499999942,83222.4
758,82704.90625,1015.0137499999983,83719.92
759,48566.296875,1692.8331249999974,50259.13
760,231311.015625,9848.704375000001,241159.72
761,107695.5078125,1606.472187499996,109301.98
762,126703.9296875,3764.779687500006,122939.15
763,172098.234375,17727.53437499999,154370.7
764,101651.6953125,4334.965312500004,97316.73
766,353820.875,6300.744999999995,360121.62
767,80877.375,2228.074999999997,78649.3
769,14395.609375,1460.5906250000007,15856.2
770,172636.890625,14640.529375000013,187277.42
773,112987.6015625,5607.201562500006,107380.4
774,86476.75,4254.759999999995,90731.51
775,53478.0625,3235.4974999999977,56713.56
776,296819.46875,1947.46875,294872.0
777,38209.046875,1735.9131249999991,39944.96
779,35697.203125,1854.5631250000006,33842.64
783,58631.296875,1619.1431250000023,60250.44
784,38408.3984375,1146.3584374999991,37262.04
786,179302.78125,2978.0987500000047,182280.88
787,63409.3046875,3148.794687499998,60260.51
788,99941.59375,15052.706250000003,114994.3
791,84566.2265625,4227.8634374999965,88794.09
792,94945.4609375,3832.510937500003,91112.95
793,97847.8671875,3722.4628125000017,101570.33
794,77185.1328125,2151.4071874999936,79336.54
796,108116.1875,6347.887499999997,101768.3
798,211070.765625,1716.7143750000105,212787.48
799,44916.9609375,2261.489062499997,47178.45
800,99736.109375,2475.929375000007,97260.18
803,125309.375,3935.145000000004,129244.52
804,79133.1484375,2155.548437499994,76977.6
806,215759.4375,7458.7925000000105,223218.23
807,54775.90625,1214.6262500000012,53561.28
809,106242.1484375,4226.198437500003,102015.95
811,533507.625,7232.125,540739.75
812,31540.078125,1145.0881249999984,30394.99
814,163843.9375,1281.0625,165125.0
815,137323.9375,1967.3924999999872,139291.33
817,132710.59375,5402.40625,138113.0
818,65354.5859375,2430.3340624999983,67784.92
819,744122.9375,29931.262499999953,774054.2
821,40922.13671875,1505.1567187499968,39416.98
822,268386.75,15260.969999999972,283647.72
825,52776.53125,3509.438750000001,56285.97
826,125336.1015625,2664.0584375000035,128000.16
828,529036.125,22662.82500000001,506373.3
829,155364.4375,1385.9425000000047,156750.38
831,227589.796875,5049.986875000002,222539.81
832,126351.8671875,5913.322812500002,132265.19
833,97395.4296875,2831.520312499997,100226.95
834,40395.109375,1397.1706249999988,41792.28
836,145599.890625,2583.109375,148183.0
837,221842.21875,87109.18125000002,308951.4
839,41110.54296875,2528.657031249997,43639.2
842,263650.375,10161.724999999977,273812.1
846,51018.32421875,3685.915781249998,54704.24
847,32578.638671875,1529.1686718749988,31049.47
848,37880.12109375,1746.4410937499997,36133.68
849,80691.078125,3992.5181250000023,76698.56
851,169140.953125,11628.373125000013,157512.58
853,96558.8046875,9799.614687499998,86759.19
855,38522.8515625,6822.758437500001,45345.61
856,73929.8828125,3130.182812500003,70799.7
857,19830.634765625,1782.1847656249993,18048.45
860,87424.1796875,87443.5996875,-19.42
861,50094.078125,3666.4381250000006,46427.64
862,87128.0,4472.820000000007,91600.82
863,50335.25390625,2239.50390625,48095.75
864,52803.66796875,1423.3920312499977,54227.06
865,79145.828125,1212.871874999997,80358.7
866,190255.359375,2453.0593750000116,187802.3
868,38193.11328125,1517.5232812500035,36675.59
869,333562.40625,9710.40625,323852.0
870,251317.203125,53966.65312500001,197350.55
871,73682.625,3398.8849999999948,77081.51
874,195275.859375,2617.6906249999884,197893.55
876,38372.65625,3968.0562500000015,34404.6
877,158736.625,3573.5750000000116,162310.2
879,66369.1875,1627.2024999999994,67996.39
880,56321.70703125,1433.7329687500023,57755.44
882,222156.671875,1012.9081249999872,223169.58
884,26456.484375,12677.785624999997,39134.27
885,97433.03125,3960.0987500000047,101393.13
886,20669.736328125,1933.2163281249996,18736.52
887,91041.109375,5745.979374999995,85295.13
888,235604.9375,1102.8875000000116,234502.05
889,502408.53125,77228.46875,579637.0
891,172595.734375,8238.49562500001,180834.23
892,26682.2109375,1791.7709375000013,24890.44
893,56437.11328125,1492.7467187500006,57929.86
894,13974.609375,3914.6693749999995,10059.94
896,182399.921875,17735.678125000006,200135.6
897,186240.375,1128.3250000000116,185112.05
898,557296.1875,24899.787499999977,532396.4
899,24661.142578125,1005.8774218750004,25667.02
900,80954.203125,5247.816875000004,86202.02
901,167064.125,4563.924999999988,162500.2
902,7531.97607421875,1865.5060742187497,5666.47
903,20777.48046875,3368.67953125,24146.16
904,91872.3515625,3162.9884374999965,95035.34
905,157269.296875,4227.016875000001,153042.28
906,61862.96875,1002.8787500000035,60860.09
908,31674.90234375,1317.2676562499983,32992.17
910,35158.90625,1806.4762499999997,33352.43
911,170234.671875,4477.048125000001,174711.72
912,100653.234375,5580.134374999994,95073.1
913,120594.3046875,5853.415312500001,126447.72
914,101067.4296875,4576.120312500003,105643.55
915,60366.4296875,1743.2503125000003,62109.68
916,42218.3046875,2031.0353124999965,44249.34
918,196396.03125,1567.9087500000023,197963.94
920,32032.763671875,1227.7236718749991,30805.04
921,113776.2734375,6307.3865625000035,120083.66
922,149726.078125,3923.158124999987,145802.92
924,99656.46875,2294.7987500000017,97361.67
925,27317.78125,1616.6812500000015,25701.1
927,72107.5703125,15919.049687499995,88026.62
928,135795.140625,1170.7006249999977,134624.44
929,47281.546875,16194.973124999997,63476.52
930,33190.84765625,1441.4823437500017,34632.33
932,55353.00390625,1442.9439062500023,53910.06
933,72402.8203125,5556.5196874999965,77959.34
934,57591.984375,3709.3643749999974,53882.62
936,38850.80859375,24431.83140625,63282.64
937,218645.6875,25412.107500000013,193233.58
938,68282.3046875,14109.084687499999,54173.22
939,44460.59765625,7148.147656250003,37312.45
940,186925.125,7523.774999999994,194448.9
941,107940.9140625,4985.444062499999,102955.47
